umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,botak_prob
52.0,Laki-laki,Pegawai swasta,Bengkulu,6671536.42112888,1,0,62.93440645913758,163.62945128299916,Shoulder & Head,0,SMA,0.4877360669179648
41.0,Perempuan,PNS,Makassar,5591407.899935311,1,0,45.37494121808687,151.86541427985765,Merpati,0,S1,0.42866670397929063
40.0,Laki-laki,PNS,Mataram,5115583.328363515,1,0,56.25007945200714,155.6552110291824,Merpati,0,SMP,0.4045916831459567
49.0,Laki-laki,Pegawai swasta,Surabaya,3664709.582020207,1,0,44.36925737635096,160.5602347341474,Shoulder & Head,0,SMA,0.43143909423957016
38.0,Laki-laki,PNS,Mamuju,4487310.372455182,0,0,52.696218398959154,147.1543796191249,Shoulder & Head,0,SMA,0.27935295593395737
59.0,Perempuan,Freelance,Palangkaraya,4102898.5193779026,1,1,66.06850000167766,162.4753780589462,Moonsilk,0,S1,0.5647704673722407
50.0,Laki-laki,PNS,Yogyakarta,4370119.287375443,1,0,68.80676245815988,168.96795667508968,Pantone,0,S1,0.523130581297381
34.0,Laki-laki,PNS,Bengkulu,5963438.616655053,0,0,54.243328994234844,147.96236515366445,Merpati,1,S1,0.453038136401645
49.0,Laki-laki,PNS,Pekanbaru,6612695.551331445,1,0,46.96322716873338,161.94789143410625,Pantone,1,SMA,0.5276135669964594
37.0,Laki-laki,PNS,Pekanbaru,6162872.8772416795,0,0,50.038692218186696,156.98008020175465,Shoulder & Head,0,SMA,0.2976017363235935
53.0,Perempuan,Pegawai swasta,Samarinda,6230011.165885436,1,0,53.14508706154906,159.18932169921575,Moonsilk,1,SMA,0.5040381268075759
41.0,Laki-laki,PNS,Mataram,5517858.697987077,1,0,61.44119757971344,160.10829821019126,Pantone,1,S2,0.5194134841997233
39.0,Laki-laki,PNS,Samarinda,9220291.525660874,0,1,46.862859165971486,152.95906028036785,Shoulder & Head,1,SMA,0.70370958825036
53.0,Laki-laki,Pegawai swasta,Padang,6719281.7658703495,0,0,56.11320462743427,143.97519173821684,Merpati,1,S1,0.4754762587615039
37.0,Perempuan,PNS,Pontianak,3076475.526721323,1,0,58.13119105480109,144.29553386185881,Merpati,0,S1,0.25513920861113426
22.0,Perempuan,,Tanjung Pinang,6263889.670475762,1,1,61.20683864971651,160.50658179512232,Merpati,0,SMA,0.5898638929529008
55.0,Perempuan,Freelance,Bandung,13502168.595344799,0,1,53.24062010947378,150.3292788066161,Pantone,0,S1,0.6289007100924617
47.0,Perempuan,PNS,Palangkaraya,5123585.194086323,1,1,76.0931035838258,168.85502219333603,Merpati,0,S1,0.7153506463374237
41.0,Laki-laki,PNS,Manado,4162400.3418375105,0,0,51.90317675266459,148.94794244685036,Shoulder & Head,1,S1,0.5042048657797213
53.0,Laki-laki,PNS,Palembang,12635471.189727018,0,0,58.04978251850869,160.06104838196225,Deadbuoy,1,SMA,0.6726820182230395
62.0,Laki-laki,PNS,Gorontalo,6716563.042266554,0,0,51.72152703828091,155.00734836794285,Deadbuoy,0,S1,0.45963713948398727
50.0,Perempuan,Pengangguran,Ambon,5213862.176108792,1,0,50.77218887628129,145.8320300985829,Merpati,0,S1,0.6674276864936519
35.0,Perempuan,PNS,Pangkalpinang,7528158.133893584,1,1,76.90051502373043,160.71698969965055,Moonsilk,1,SMA,0.7246578744544958
45.0,Perempuan,Pegawai swasta,Kupang,15811318.037199149,0,0,53.019619518654245,160.5501968809607,Moonsilk,1,S1,0.32852788294021196
50.0,Laki-laki,PNS,Pekanbaru,3167079.387283379,1,1,55.415574960746696,159.98089861237673,Shoulder & Head,1,S1,0.8924868907786299
57.0,Laki-laki,Pegawai swasta,Banda Aceh,10314028.402745899,1,0,54.84290645683001,150.5681280000766,Deadbuoy,1,S1,0.6973849019874201
36.0,Laki-laki,PNS,Jakarta,4015225.429672667,1,0,55.00092830143356,168.06462829943086,Moonsilk,0,SMA,0.30971612993832937
37.0,Perempuan,Pengangguran,Banda Aceh,16393002.62408613,1,1,58.75000833090527,155.45892239961609,Deadbuoy,1,S1,0.9209482538686742
33.0,Laki-laki,PNS,Yogyakarta,10675559.623725744,0,0,57.434666685399556,162.8476588705849,Moonsilk,1,SMA,0.4402359846578402
28.0,Laki-laki,Freelance,Jambi,5700973.162812173,1,1,100.69134126112053,181.94654821185622,Merpati,0,S3,0.41983817672823043
41.0,Laki-laki,Pegawai swasta,Mataram,10835428.484361615,0,0,50.572600590666454,151.3471203709745,Merpati,1,S1,0.4837240380865362
44.0,Laki-laki,PNS,Yogyakarta,10468099.402303513,1,0,69.763316988145,167.9417077245402,Deadbuoy,1,S2,0.6489613634979976
36.0,Laki-laki,PNS,Pangkalpinang,7198765.101284362,1,1,51.52988934907219,163.61556164707918,Shoulder & Head,0,S1,0.5856247214297643
35.0,Laki-laki,PNS,Gorontalo,5904480.750105718,1,0,54.49139209234654,161.03612453622168,Deadbuoy,0,S1,0.44973185068652266
39.0,Laki-laki,Freelance,Serang,5400046.681551572,1,0,53.99053058764119,150.17630200837544,Moonsilk,0,SMP,0.28490835622532884
34.0,Perempuan,Pengangguran,Ambon,2597981.4055923745,1,0,51.878987726168944,154.16923001056068,Deadbuoy,1,SMA,0.73705738699165
42.0,,Pegawai swasta,Kupang,4114704.0041351933,1,0,52.553919852055486,153.6788544253475,Pantone,0,SMA,0.29263818019456694
41.0,Laki-laki,PNS,Gorontalo,10663929.75618586,0,1,68.53373275746158,156.0243840852142,Moonsilk,0,S1,0.7300479823930588
39.0,Perempuan,PNS,Denpasar,5256607.416187476,0,0,60.04997296606247,158.3662245426646,Merpati,0,S1,0.23721312405614847
36.0,Laki-laki,PNS,Manokwari,7773282.667872762,0,0,59.39742435118571,155.7884304806024,Deadbuoy,1,SMP,0.3770282809171124
33.0,Laki-laki,PNS,Jambi,5610766.397365244,1,0,48.68909176025963,157.45750554976271,Moonsilk,0,S2,0.43035172547320777
35.0,Laki-laki,Freelance,Medan,4321518.76981595,1,0,56.894172424410485,145.3804127884821,Pantone,1,SMP,0.3498074872984321
39.0,Laki-laki,Pegawai swasta,Serang,8196092.153908589,1,1,51.75338167097019,166.36228054427048,Deadbuoy,0,S1,0.6343373903277284
46.0,Laki-laki,Freelance,Surabaya,6972606.317428194,1,0,58.035180085061384,158.6263248686008,Merpati,1,S1,0.44610831556994845
51.0,Perempuan,Pegawai swasta,Serang,5525985.616180093,1,0,55.14202282779844,159.08458597065206,Moonsilk,1,SMA,0.47855983053801104
25.0,Laki-laki,Pengangguran,Palu,5740021.698400598,0,0,58.72977775607116,152.82054216212248,Pantone,1,S1,0.6828352202365664
47.0,Perempuan,PNS,Padang,8179090.788809867,1,0,70.73456647301487,155.33697866213464,Shoulder & Head,1,SD,0.5335546637949059
42.0,Laki-laki,Freelance,Kupang,7188568.337464352,1,1,50.65795875280174,149.36171574793036,Moonsilk,0,S1,0.646638308584819
42.0,Perempuan,Pengangguran,Jambi,8078674.01066927,0,1,54.741234038748004,159.2980890895167,Moonsilk,1,SMA,1.0
51.0,Laki-laki,Freelance,Yogyakarta,5110815.349319646,1,1,47.30851447322752,154.83929358075864,Moonsilk,0,S1,0.7395718733579046
31.0,Laki-laki,PNS,Padang,3756596.7109004064,1,1,55.29322255465001,145.5908286589659,Merpati,0,S1,0.6886806389062726
41.0,Laki-laki,Pengangguran,Gorontalo,4559509.64028023,0,0,71.86996755325791,160.22468583493747,Merpati,1,SMA,0.7661279487971009
49.0,Perempuan,PNS,Manokwari,3893076.659801605,1,0,69.46479089824666,160.45813066983663,Pantone,0,S1,0.41703118452613885
30.0,Laki-laki,PNS,Pontianak,5968535.210323846,0,1,63.37226846837293,156.52923141510556,Shoulder & Head,0,SMA,0.6261104217523256
49.0,Laki-laki,PNS,Bengkulu,12573449.335138509,1,0,50.490322031369764,149.5125681174669,Pantone,0,S1,0.5425926922336941
45.0,Perempuan,Pegawai swasta,Pangkalpinang,6410510.822257884,0,0,52.82861417592429,155.7667031511912,Moonsilk,1,S1,0.2779654117525649
24.0,Perempuan,Pegawai swasta,Manokwari,5759807.120779851,0,0,43.414425461689014,148.12820908535355,Moonsilk,0,S1,0.01727404254877017
30.0,Laki-laki,PNS,Samarinda,4108615.8439326184,0,1,55.108258246300196,146.3516637744676,Merpati,0,S1,0.4974045848482554
23.0,Laki-laki,PNS,Denpasar,5599595.049346084,0,0,66.78191535304077,169.12605275895424,Merpati,0,S1,0.2924835507738794
33.0,Laki-laki,PNS,Banda Aceh,4774884.052604493,1,0,61.37544305413307,157.90314578277503,Shoulder & Head,0,S1,0.4396995130831022
47.0,Laki-laki,PNS,Banda Lampung,6020627.713525162,1,0,46.126614078763936,145.88141049678637,Pantone,1,SMA,0.5999746396943059
40.0,Perempuan,PNS,Yogyakarta,7277809.313109281,0,0,56.259623382052425,159.4712684308895,Moonsilk,0,S1,0.19119896725852142
37.0,Laki-laki,Pegawai swasta,Makassar,9991734.638323192,0,0,55.90644258309143,159.22404844089795,Pantone,1,SMP,0.3319451366627575
33.0,Laki-laki,PNS,Kendari,6557364.593772198,0,0,51.731193753954656,158.1356918313552,Shoulder & Head,0,S1,0.29690914270210883
40.0,Laki-laki,Freelance,Tanjungselor,4786493.169869612,0,,55.83254065149491,164.24858461441272,Moonsilk,1,SMA,0.24056415340315068
57.0,Laki-laki,PNS,Bandung,5632648.758315634,1,0,59.00582883452387,161.678964512579,Deadbuoy,0,S1,0.6631387355429796
38.0,Laki-laki,Pegawai swasta,Palu,8933387.422160177,1,0,67.11326953031896,164.55391439069248,Merpati,0,SMA,0.349673677965606
34.0,Laki-laki,Freelance,Ambon,6793517.065700532,0,1,82.44284212590296,167.83143955081886,Deadbuoy,1,S2,0.49463878963915
43.0,Laki-laki,Pegawai swasta,Pekanbaru,6721065.338005802,0,0,61.56233346583829,157.5621479096009,Moonsilk,1,S1,0.3950828446105862
35.0,Laki-laki,PNS,Serang,5113890.728866108,0,0,51.67671333107436,150.88945118721242,Moonsilk,0,S1,0.36848353491413327
55.0,Laki-laki,PNS,Tanjung Pinang,13456502.039963165,1,1,66.78251504675123,160.16157246769734,Deadbuoy,0,S2,0.9554950314354118
54.0,Perempuan,Pegawai swasta,Jakarta,8091017.748850667,0,0,59.2255497726142,168.44544884687667,Merpati,0,SMA,0.26446868967002746
49.0,Perempuan,Pegawai swasta,Denpasar,7323784.715374954,1,1,51.93207892141229,159.77738152903657,Moonsilk,1,S1,0.7472363818451423
34.0,Laki-laki,PNS,Jayapura,9152535.825031046,1,0,53.130369065293365,156.29617507465096,Merpati,1,S1,0.36810687822697175
33.0,Perempuan,PNS,Semarang,4062782.200508402,0,0,53.126420421795785,154.64084147214984,Pantone,1,S2,0.38066255939554944
38.0,Laki-laki,Pegawai swasta,Manokwari,8370700.857983934,0,0,45.399436543892946,156.05596976151986,Merpati,0,S1,0.21088750981052024
15.0,Laki-laki,Pegawai swasta,Mamuju,4919650.640834979,1,0,64.6718312530684,155.98258005426825,Moonsilk,0,SMA,0.21752499766044514
38.0,Laki-laki,Freelance,Jakarta,3842910.4483236894,0,0,68.80654313853105,165.68334484843083,Merpati,0,S2,0.017251103928581868
45.0,Laki-laki,PNS,Denpasar,4085377.0781263835,1,0,66.8096938710857,168.93089464183825,Pantone,1,S2,0.59055024117392
45.0,Laki-laki,Pengangguran,Sofifi,6506155.43096836,0,1,50.5930480775382,155.1018909949876,Shoulder & Head,1,S1,1.0
47.0,Laki-laki,Pegawai swasta,Pekanbaru,4167204.552058619,1,0,71.98123211829224,168.03356815442785,Shoulder & Head,1,SMA,0.4957254683945148
49.0,Laki-laki,PNS,Serang,5029003.224521869,1,0,60.71876673275365,167.5737052062668,Pantone,0,S1,0.527547754289621
36.0,Laki-laki,Pegawai swasta,Manado,5821794.188585544,0,0,44.2563966749729,155.35903776375,Moonsilk,1,S1,0.32002072599766934
44.0,Perempuan,Pegawai swasta,Padang,3281767.7003772487,1,0,61.33529448813303,162.5171925608379,Pantone,1,SMP,0.41486137372336873
47.0,Perempuan,Pegawai swasta,Palangkaraya,9219684.32631496,0,0,51.97097032399961,158.25438426026537,Moonsilk,0,S1,0.2521216932771612
33.0,Laki-laki,Pegawai swasta,Mamuju,7577246.411892286,1,0,51.5064480379691,150.93223183512777,Deadbuoy,0,S1,0.31387344766428543
24.0,Perempuan,PNS,Banda Aceh,11232550.563425995,1,0,70.61102170987063,167.65455083751965,Shoulder & Head,1,SMA,0.38583033551857815
47.0,Laki-laki,PNS,Banjarmasin,13119817.774559237,1,0,73.07209944424804,170.8983550401951,Pantone,0,S1,0.5167124576897519
37.0,Perempuan,PNS,Palangkaraya,2750651.060505681,0,0,59.13992790814032,159.4676266138151,Moonsilk,0,S1,0.17762847598703269
35.0,Laki-laki,Pegawai swasta,Jakarta,4219992.049935827,0,0,56.110799890111636,163.25672559307125,Deadbuoy,0,S1,0.23428055184587981
37.0,Laki-laki,PNS,Pangkalpinang,4519864.551070482,0,0,50.11495565282024,155.0061093675821,Moonsilk,0,S3,0.3669441838984553
36.0,Perempuan,Pegawai swasta,Kendari,7770673.945361652,1,0,49.263064916277486,155.7281762673319,Pantone,1,SMA,0.3013716490633788
56.0,Laki-laki,Pegawai swasta,Jayapura,3178506.8171895053,0,0,57.65525038847931,152.33029626443692,Shoulder & Head,0,SMA,0.31693233061877973
48.0,Laki-laki,Pegawai swasta,Ambon,6075583.526176696,1,0,51.81809247967,158.73168804072156,Pantone,0,SMA,0.38580310422244374
42.0,Laki-laki,Pegawai swasta,Tanjung Pinang,5009549.438578911,0,0,61.89810943685852,164.08976395150484,Moonsilk,1,SMA,0.3667202173203867
31.0,Laki-laki,Pegawai swasta,Pontianak,10252234.065708749,1,0,72.91676566059827,162.09932593413458,Deadbuoy,1,S1,0.43963701625385154
24.0,Laki-laki,Freelance,Banda Aceh,10551602.906770067,1,1,68.18496719770721,159.20749366859192,Pantone,0,S1,0.6429533812196864
48.0,Laki-laki,PNS,Sofifi,8601475.206241727,0,0,50.62426996165662,150.78745926129855,Deadbuoy,0,S1,0.39413117013547827
46.0,Perempuan,PNS,Jambi,7454598.873761408,0,0,47.79524673561088,145.78748197096124,Pantone,0,SMA,0.314072867249468
28.0,Perempuan,PNS,Mamuju,7143529.5868901415,0,0,47.589490539203155,146.2504266637489,Deadbuoy,1,SD,0.3372562613626813
42.0,Laki-laki,Pegawai swasta,Padang,6333882.302138009,0,0,54.21546825489048,149.4253916950459,Pantone,1,S1,0.45577882616087834
23.0,Perempuan,Pegawai swasta,Manokwari,4826352.395950178,1,0,53.96189084695956,163.0563278903188,Moonsilk,0,S1,0.19156542766312262
43.0,Laki-laki,Freelance,Pekanbaru,6501902.478470187,1,0,67.40251538591194,169.65537728924693,Merpati,0,S1,0.2694636736335315
42.0,Laki-laki,Pegawai swasta,Medan,6408213.578111721,0,0,52.04948534817658,158.95123052442008,Moonsilk,0,SMA,0.3601679863224943
31.0,Laki-laki,Pegawai swasta,Padang,5161543.09572486,1,1,91.49103207243957,168.12102627820602,Pantone,0,SMA,0.6297921590086029
62.0,Laki-laki,Pegawai swasta,Yogyakarta,6793587.156260954,0,0,50.9508255046401,159.1667409508132,Moonsilk,0,SMA,0.3999432848569835
42.0,Perempuan,Pegawai swasta,Kendari,7563713.411894605,1,0,73.39650683942256,158.18147119861433,Deadbuoy,0,SMA,0.2840871296805315
46.0,Laki-laki,PNS,Denpasar,4490622.0671228,0,0,74.3743815163409,163.46990584757563,Shoulder & Head,0,S1,0.43237204268422785
51.0,Laki-laki,Pegawai swasta,Palu,3850045.0239528194,0,0,45.548441064804436,152.5618586677645,Shoulder & Head,1,SMA,0.4961972673549605
26.0,Laki-laki,Freelance,Palu,5876700.377893284,0,0,59.15443326488344,155.56604188511557,Shoulder & Head,1,SMA,0.1915489216873661
30.0,Perempuan,PNS,Jayapura,7770357.062413718,1,0,55.08796084177138,158.44381670466407,Moonsilk,0,S1,0.2722610801814419
27.0,Laki-laki,Pegawai swasta,Gorontalo,10640155.944194453,1,0,65.1414690722496,158.11823462537532,Shoulder & Head,0,SMA,0.3276270787636475
42.0,Laki-laki,Pegawai swasta,Makassar,6287330.234958765,0,0,66.67458518058565,164.99851153821794,Moonsilk,1,S1,0.4199276416145362
33.0,Perempuan,Pegawai swasta,Semarang,5111765.751814978,1,0,54.01344001564265,158.8937389363002,Merpati,1,SMA,0.27959692382479323
51.0,Laki-laki,PNS,Makassar,13377066.754723521,0,0,64.90533045096089,157.90457409902524,Deadbuoy,1,SD,0.5563415413066308
32.0,Laki-laki,PNS,Tanjungselor,5414426.563097664,1,0,48.40542598762785,158.6169918299558,Deadbuoy,0,S2,0.46719085006708827
40.0,Laki-laki,Pegawai swasta,Mamuju,8492799.27121321,1,0,75.75352186118404,165.07457014254217,Deadbuoy,1,S1,0.4242763532208582
42.0,Laki-laki,Freelance,Jakarta,4019537.9758623047,0,1,54.81026184011223,161.42122137316795,Moonsilk,1,S1,0.5307441600335516
39.0,Laki-laki,Pegawai swasta,Yogyakarta,2811347.5518449442,1,0,53.23962335676336,156.58133985893255,Merpati,1,SMA,0.4003982895855445
42.0,Perempuan,PNS,Surabaya,5029517.897565212,0,0,71.55385459528338,166.11523450434206,Pantone,1,S1,0.3914210922168907
27.0,Perempuan,Freelance,Bandung,17980280.102767654,1,1,54.82739403172869,151.43632709440894,Moonsilk,0,S1,0.4034486319710975
29.0,Perempuan,Pegawai swasta,Gorontalo,4205461.228944108,1,0,52.540150107343486,152.9834602680719,Shoulder & Head,1,S1,0.2581372329519302
46.0,Laki-laki,PNS,Padang,6496126.869025749,0,0,54.32120609262212,161.23848798989835,Pantone,0,S1,0.38420705749115913
30.0,Laki-laki,PNS,Makassar,7473141.797541152,0,1,42.54106690334675,142.79265836637748,Merpati,0,S1,0.6631623124364785
41.0,Laki-laki,PNS,Tanjung Pinang,3453038.6238526865,1,0,50.79461762848116,152.16135746538504,Shoulder & Head,0,S1,0.5633762575306343
43.0,Laki-laki,Pegawai swasta,Banda Lampung,5502979.690137308,0,1,60.181694743980756,160.1489007760997,Pantone,1,S1,0.6915075739243975
31.0,Laki-laki,Pegawai swasta,Yogyakarta,6516393.506688741,1,1,51.74761891720503,155.1579262984389,Pantone,1,SMA,0.6146727951405273
46.0,Perempuan,PNS,Bengkulu,4955932.681110799,0,0,94.15637181981236,177.1570283691965,Merpati,0,SMA,0.33001044898078724
38.0,Laki-laki,PNS,Surabaya,4718964.228858652,0,1,61.42252125311935,164.45987418959191,Merpati,1,S1,0.740411789672892
37.0,Perempuan,Freelance,Samarinda,8074197.960657701,0,0,43.702970365653314,156.54559727569992,Merpati,1,S1,0.13563315824922112
21.0,Laki-laki,PNS,Denpasar,9293885.678867266,1,0,51.697379934834046,154.5174792254484,Merpati,0,SMP,0.33198807089534166
39.0,Laki-laki,PNS,Samarinda,9085944.813723568,0,0,46.91816724916214,155.35402150115434,Merpati,0,SMA,0.2990905552666986
41.0,Laki-laki,Pegawai swasta,Banda Lampung,16898480.899958435,1,0,57.49567977729189,154.5159322197019,Deadbuoy,0,S1,0.5049652747242859
20.0,Laki-laki,PNS,Banjarmasin,5527208.307778077,1,0,80.79814677960357,162.9770791182762,Moonsilk,1,S1,0.6025268743709518
51.0,Laki-laki,Pegawai swasta,Ambon,9606931.362535385,0,0,128.89228534064432,198.42740727003152,Pantone,1,S1,0.4594851783282906
33.0,Laki-laki,Freelance,Pangkalpinang,10582130.121655224,1,0,72.84326457421213,162.34451513107157,Merpati,1,S1,0.36448895482982396
27.0,Laki-laki,Pegawai swasta,Kendari,7654228.7965991935,1,1,59.288080409651585,157.7972257481237,Deadbuoy,0,S1,0.5548629641663038
47.0,Perempuan,PNS,Manokwari,6949271.413743942,1,0,71.8507399818384,160.6685611616713,Merpati,0,S1,0.4346126787731928
29.0,Laki-laki,PNS,Banda Aceh,11609770.118902694,0,0,75.67860071365969,164.17169493108622,Merpati,0,S2,0.32645535089957733
52.0,Laki-laki,Pegawai swasta,Semarang,4897474.728698621,1,0,44.70949038737969,155.60268657365086,Pantone,1,S1,0.5170029907053386
31.0,Laki-laki,Pengangguran,Serang,4977449.536312057,1,1,58.40049535691416,160.34194142880574,Deadbuoy,0,S1,0.920309742095108
42.0,Laki-laki,PNS,Samarinda,5404791.186293757,1,1,46.33340908004764,154.185641574867,Pantone,0,SMA,0.8003309487623007
30.0,Perempuan,PNS,Samarinda,9713818.907853749,1,0,54.56967915498094,152.72283106833007,Moonsilk,0,S1,0.31868951956814884
33.0,Laki-laki,Freelance,Denpasar,9599408.099259336,0,0,49.04139700207037,155.1996509663312,Moonsilk,0,S1,0.11579759197170181
38.0,Laki-laki,PNS,Mamuju,14305013.4197424,1,1,64.03240339249373,148.43109198234632,Deadbuoy,0,S1,0.7432707768369443
50.0,Laki-laki,Pegawai swasta,Jayapura,5680506.823503902,1,0,56.61348360446225,150.10439544447195,Shoulder & Head,0,SMA,0.4005084275474454
41.0,Perempuan,Pengangguran,Surabaya,5479085.578407124,0,0,74.70120110247917,162.09732527711265,Merpati,0,S1,0.5043288714006113
49.0,Laki-laki,Pegawai swasta,Denpasar,10107974.20475451,0,1,59.69446629803028,164.77449657023985,Merpati,0,S1,0.4782954962220579
36.0,Laki-laki,PNS,Banjarmasin,9096223.627103359,1,0,67.69476072971104,165.76778272326996,Deadbuoy,0,S1,0.42462832713907717
54.0,Laki-laki,Pegawai swasta,Denpasar,17725907.714770526,1,0,76.45734111565521,168.20905552882866,Deadbuoy,0,S1,0.4517966927533952
57.0,Laki-laki,PNS,Denpasar,10118215.83423413,0,1,61.922885568891786,156.46134198945646,Deadbuoy,0,SMP,0.7538919202311205
70.0,Laki-laki,PNS,Tanjungselor,5770997.83171855,0,0,52.92211683455312,147.47328749091383,Pantone,1,SMA,0.583915602032255
46.0,Laki-laki,Freelance,Serang,8648809.357706472,1,1,78.05112078953584,169.36852374606633,Merpati,1,SMA,0.8311808312622296
45.0,Laki-laki,PNS,Banjarmasin,6511600.103318696,0,0,52.955963404935176,158.59305934100806,Merpati,1,S1,0.5435481782686772
44.0,Laki-laki,PNS,Samarinda,3346370.002739975,0,0,56.06270660110802,153.11951589532788,Deadbuoy,1,S1,0.5098968290664839
49.0,Laki-laki,Freelance,Gorontalo,3315891.010154946,0,0,48.62148808935185,153.8684692847558,Pantone,0,S2,0.24471195008017488
51.0,Laki-laki,Freelance,Banda Aceh,5142575.224604581,0,0,49.84187766572199,153.83932271687038,Shoulder & Head,0,SMA,0.295594564267658
42.0,Perempuan,Freelance,Jayapura,7141337.843259234,0,0,60.45210494742578,169.88295023389304,Pantone,1,S2,0.2731713833913838
63.0,Laki-laki,Pegawai swasta,Manokwari,6801674.206375506,1,0,52.88661979563093,155.92719983842866,Moonsilk,0,S1,0.6344897412419225
22.0,Perempuan,Freelance,Medan,5050902.087106299,1,0,63.33573002904514,162.2258604378235,Merpati,1,S1,0.2317534422363365
53.0,Laki-laki,PNS,Jakarta,10470682.131680513,1,0,93.31201428089048,173.7355773932618,Shoulder & Head,1,S2,0.7119840598472985
41.0,Laki-laki,Pegawai swasta,Pangkalpinang,15066239.946933758,0,0,101.81326304303758,179.44002789646493,Pantone,1,S1,0.38224226933557937
45.0,Perempuan,Pengangguran,Ambon,9355835.11778517,0,0,61.677033967363364,155.80151419400005,Deadbuoy,1,SD,0.7332478874299221
45.0,Laki-laki,Pegawai swasta,Kupang,4444947.777506635,0,0,54.80684495190786,159.96889889587683,Shoulder & Head,0,S2,0.2713863529540733
51.0,Laki-laki,Pegawai swasta,Manokwari,4571513.283370507,0,0,71.34157133839835,165.37556624345743,Merpati,0,SMA,0.44874493636663193
35.0,Laki-laki,PNS,Makassar,12068562.296412086,1,0,87.27429438373522,177.66410415926137,Pantone,0,SMP,0.4579237812400959
31.0,Perempuan,Pegawai swasta,Kupang,10139321.798213812,1,1,71.74773261807069,155.79934410449596,Pantone,1,SMA,0.603537101214475
50.0,Laki-laki,Pegawai swasta,Samarinda,3912031.5397156035,0,0,58.817308831823766,151.95948037324476,Shoulder & Head,0,S2,0.2275522429617501
42.0,Laki-laki,Freelance,Surabaya,10460929.214563822,0,1,49.12104261546429,156.2836505192373,Deadbuoy,0,S1,0.5356315098182995
21.0,Laki-laki,PNS,Jambi,7632999.539061082,1,0,50.64350157112855,153.18103558650762,Deadbuoy,1,SMP,0.4922377166214753
32.0,Laki-laki,PNS,Palu,12458524.691313924,1,0,62.56205375133537,158.57689998215554,Merpati,1,S1,0.5613817077217236
36.0,Laki-laki,PNS,Ambon,2893481.742079316,0,0,64.51052420051242,162.6253137970344,Deadbuoy,1,S1,0.40679164266223117
26.0,Perempuan,PNS,Tanjungselor,2474439.7779889936,1,0,61.7530244072904,160.42989952815032,Merpati,0,SMP,0.2537867805192775
36.0,Laki-laki,Pegawai swasta,Bengkulu,6600446.909403133,0,1,53.707653592122966,150.53184991994172,Shoulder & Head,1,SMA,0.5489826570330653
26.0,Perempuan,Freelance,Makassar,8596743.349776946,0,0,58.22682851739226,167.13765835045365,Pantone,0,SMP,-0.03720270225501973
49.0,Laki-laki,PNS,Gorontalo,3566759.5396796223,1,1,44.85295119340137,146.66030107526802,Shoulder & Head,0,S1,0.8237431704438276
33.0,Perempuan,Freelance,Tanjungselor,10284404.530503236,1,0,62.944749249517926,156.65729914531343,Pantone,1,S1,0.23858870583366304
49.0,Perempuan,PNS,Jayapura,4268367.062849209,1,0,54.508934255204025,155.46349541603266,Shoulder & Head,0,S1,0.3770525286885167
30.0,Laki-laki,Pegawai swasta,Pontianak,11369990.124861183,1,0,67.37978835448098,156.76198704415904,Deadbuoy,0,S1,0.2963911378828444
35.0,Perempuan,Freelance,Banjarmasin,6941897.53834067,0,0,52.57610107384099,148.78643898592819,Merpati,0,S1,0.09613422383078607
50.0,Perempuan,PNS,Tanjung Pinang,12823368.768031508,1,0,53.16759080225751,152.6162321825186,Pantone,0,S1,0.4037218413534261
36.0,Laki-laki,PNS,Palangkaraya,11544922.58526588,0,0,60.703734660732465,156.04098122551736,Moonsilk,0,SMA,0.319348029088864
27.0,Perempuan,Freelance,Tanjung Pinang,5626321.720044968,1,0,44.96527393897762,140.04352729863257,Merpati,0,S1,0.1075186662016544
40.0,Laki-laki,Pegawai swasta,Jakarta,4932840.4685220085,1,0,51.37015913165893,148.38586675010578,Merpati,0,S1,0.34734377808579336
36.0,Perempuan,Pegawai swasta,Jayapura,6911303.959530532,1,0,43.77431504395245,157.5180830844615,Deadbuoy,1,SMP,0.2944494895403508
26.0,Perempuan,Pegawai swasta,Pangkalpinang,22141199.61783521,1,0,105.23423482878198,181.8847750035196,Deadbuoy,0,S1,0.29141290060149105
52.0,Perempuan,PNS,Manado,9091269.397821922,0,0,49.89117038130829,160.33967136381554,Moonsilk,0,SMA,0.45510933545053467
55.0,Laki-laki,Pegawai swasta,Palu,6678291.418751064,0,1,48.201770197463034,157.63608483014454,Moonsilk,0,SMP,0.6764024522120026
44.0,Laki-laki,Freelance,Samarinda,9612210.578487594,0,0,54.81483785303012,146.11654545011595,Deadbuoy,0,SMA,0.23174671221225954
46.0,Laki-laki,PNS,Tanjung Pinang,11561923.576945074,0,1,61.97952817349809,159.4050068711709,Merpati,0,S1,0.7411730355629632
45.0,Laki-laki,PNS,Samarinda,5457892.930024316,1,1,52.90691633988726,149.77263367978728,Pantone,1,S1,0.870813211724816
45.0,Laki-laki,Pegawai swasta,Pekanbaru,6251381.878769075,0,0,56.8886611896361,165.67153501956903,Deadbuoy,0,S1,0.35037162399711025
36.0,Perempuan,Pegawai swasta,Kupang,7571697.845106284,0,0,45.923144010280154,149.90689633962867,Merpati,1,S1,0.21792413519361165
